1, badlands, minecraft:badlands, MONSTER, minecraft:spider, 80, 4, 4
1146, private, minecraft:savanna_plateau, CREATURE, naturalist:lizard, 15, 1, 2
1147, private, minecraft:savanna_plateau, CREATURE, naturalist:rattlesnake, 10, 1, 1
1148, private, minecraft:savanna_plateau, CREATURE, naturalist:rhino, 15, 1, 3
1149, private, minecraft:savanna_plateau, CREATURE, naturalist:snail, 10, 1, 3
1150, private, minecraft:savanna_plateau, CREATURE, naturalist:vulture, 15, 2, 4
1151, private, minecraft:savanna_plateau, CREATURE, naturalist:zebra, 10, 2, 3
1152, private, minecraft:savanna_plateau, AMBIENT, minecraft:bat, 10, 8, 8
1153, private, minecraft:savanna_plateau, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1154, private, minecraft:small_end_islands, MONSTER, minecraft:enderman, 10, 4, 4
1155, private, minecraft:small_end_islands, MONSTER, endermanoverhaul:end_enderman, 10, 1, 2
1156, beach, minecraft:snowy_beach, MONSTER, minecraft:spider, 80, 4, 4
1157, beach, minecraft:snowy_beach, MONSTER, minecraft:zombie, 80, 4, 4
1158, beach, minecraft:snowy_beach, MONSTER, minecraft:zombie_villager, 10, 1, 1
1159, beach, minecraft:snowy_beach, MONSTER, minecraft:skeleton, 80, 4, 4
1160, beach, minecraft:snowy_beach, MONSTER, minecraft:slime, 80, 4, 4
1161, beach, minecraft:snowy_beach, MONSTER, minecraft:witch, 10, 1, 1
1162, beach, minecraft:snowy_beach, MONSTER, creeperoverhaul:beach_creeper, 75, 2, 2
1163, beach, minecraft:snowy_beach, MONSTER, rottencreatures:undead_miner, 20, 1, 4
1164, beach, minecraft:snowy_beach, MONSTER, rottencreatures:dead_beard, 10, 1, 1
1165, beach, minecraft:snowy_beach, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1166, beach, minecraft:snowy_beach, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1167, beach, minecraft:snowy_beach, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 2
1168, beach, minecraft:snowy_beach, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
1169, beach, minecraft:snowy_beach, MONSTER, endermanoverhaul:snowy_enderman, 10, 1, 4
1170, beach, minecraft:snowy_beach, CREATURE, naturalist:bluejay, 10, 1, 4
1171, beach, minecraft:snowy_beach, CREATURE, naturalist:coral_snake, 10, 1, 1
1172, beach, minecraft:snowy_beach, AMBIENT, minecraft:bat, 10, 8, 8
1173, beach, minecraft:snowy_beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1174, icy, minecraft:snowy_plains, MONSTER, minecraft:spider, 80, 4, 4
1175, icy, minecraft:snowy_plains, MONSTER, minecraft:zombie, 80, 4, 4
1176, icy, minecraft:snowy_plains, MONSTER, minecraft:zombie_villager, 10, 1, 1
1177, icy, minecraft:snowy_plains, MONSTER, minecraft:skeleton, 20, 4, 4
1178, icy, minecraft:snowy_plains, MONSTER, minecraft:slime, 80, 4, 4
1179, icy, minecraft:snowy_plains, MONSTER, minecraft:witch, 10, 1, 1
1180, icy, minecraft:snowy_plains, MONSTER, minecraft:stray, 80, 4, 4
1181, icy, minecraft:snowy_plains, MONSTER, rottencreatures:frostbitten, 80, 4, 4
1182, icy, minecraft:snowy_plains, MONSTER, rottencreatures:glacial_hunter, 20, 1, 3
1183, icy, minecraft:snowy_plains, MONSTER, rottencreatures:undead_miner, 20, 1, 4
1184, icy, minecraft:snowy_plains, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1185, icy, minecraft:snowy_plains, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 2
1186, icy, minecraft:snowy_plains, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
1187, icy, minecraft:snowy_plains, MONSTER, endermanoverhaul:snowy_enderman, 10, 1, 4
1188, icy, minecraft:snowy_plains, CREATURE, minecraft:rabbit, 10, 2, 3
1189, icy, minecraft:snowy_plains, CREATURE, minecraft:polar_bear, 10, 1, 2
1190, icy, minecraft:snowy_plains, CREATURE, naturalist:bluejay, 10, 1, 4
1191, icy, minecraft:snowy_plains, CREATURE, ecologics:penguin, 10, 4, 5
1192, icy, minecraft:snowy_plains, AMBIENT, minecraft:bat, 10, 8, 8
1193, icy, minecraft:snowy_plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1194, icy, minecraft:snowy_slopes, MONSTER, minecraft:spider, 80, 4, 4
1195, icy, minecraft:snowy_slopes, MONSTER, minecraft:zombie, 80, 4, 4
1196, icy, minecraft:snowy_slopes, MONSTER, minecraft:zombie_villager, 10, 1, 1
1197, icy, minecraft:snowy_slopes, MONSTER, minecraft:skeleton, 80, 4, 4
1198, icy, minecraft:snowy_slopes, MONSTER, minecraft:slime, 80, 4, 4
1199, icy, minecraft:snowy_slopes, MONSTER, minecraft:witch, 10, 1, 1
1200, icy, minecraft:snowy_slopes, MONSTER, rottencreatures:frostbitten, 80, 4, 4
1201, icy, minecraft:snowy_slopes, MONSTER, rottencreatures:glacial_hunter, 20, 1, 3
1202, icy, minecraft:snowy_slopes, MONSTER, rottencreatures:undead_miner, 20, 1, 4
1203, icy, minecraft:snowy_slopes, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1204, icy, minecraft:snowy_slopes, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1205, icy, minecraft:snowy_slopes, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 2
1206, icy, minecraft:snowy_slopes, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
1207, icy, minecraft:snowy_slopes, MONSTER, endermanoverhaul:snowy_enderman, 10, 1, 4
1208, icy, minecraft:snowy_slopes, CREATURE, minecraft:rabbit, 10, 2, 3
1209, icy, minecraft:snowy_slopes, CREATURE, minecraft:goat, 10, 1, 3
1210, icy, minecraft:snowy_slopes, CREATURE, naturalist:bluejay, 10, 1, 4
1211, icy, minecraft:snowy_slopes, CREATURE, naturalist:canary, 10, 1, 4
1212, icy, minecraft:snowy_slopes, CREATURE, naturalist:robin, 10, 1, 4
1213, icy, minecraft:snowy_slopes, CREATURE, naturalist:snail, 10, 1, 3
1214, icy, minecraft:snowy_slopes, AMBIENT, minecraft:bat, 10, 8, 8
1215, icy, minecraft:snowy_slopes, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1216, icy, minecraft:snowy_taiga, MONSTER, minecraft:spider, 80, 4, 4
1217, icy, minecraft:snowy_taiga, MONSTER, minecraft:zombie, 80, 4, 4
1218, icy, minecraft:snowy_taiga, MONSTER, minecraft:zombie_villager, 10, 1, 1
1219, icy, minecraft:snowy_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
1220, icy, minecraft:snowy_taiga, MONSTER, minecraft:slime, 80, 4, 4
1221, icy, minecraft:snowy_taiga, MONSTER, minecraft:witch, 10, 1, 1
1222, icy, minecraft:snowy_taiga, MONSTER, rottencreatures:frostbitten, 80, 4, 4
1223, icy, minecraft:snowy_taiga, MONSTER, rottencreatures:glacial_hunter, 20, 1, 3
1224, icy, minecraft:snowy_taiga, MONSTER, rottencreatures:undead_miner, 20, 1, 4
1225, icy, minecraft:snowy_taiga, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1226, icy, minecraft:snowy_taiga, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1227, icy, minecraft:snowy_taiga, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 2
1228, icy, minecraft:snowy_taiga, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
1229, icy, minecraft:snowy_taiga, MONSTER, endermanoverhaul:snowy_enderman, 10, 1, 4
1230, icy, minecraft:snowy_taiga, MONSTER, creeperoverhaul:spruce_creeper, 75, 2, 2
1231, icy, minecraft:snowy_taiga, CREATURE, minecraft:sheep, 12, 4, 4
1232, icy, minecraft:snowy_taiga, CREATURE, minecraft:pig, 10, 4, 4
1233, icy, minecraft:snowy_taiga, CREATURE, minecraft:chicken, 10, 4, 4
1234, icy, minecraft:snowy_taiga, CREATURE, minecraft:cow, 10, 4, 4
1235, icy, minecraft:snowy_taiga, CREATURE, minecraft:wolf, 10, 4, 4
1236, icy, minecraft:snowy_taiga, CREATURE, minecraft:rabbit, 10, 2, 3
1237, icy, minecraft:snowy_taiga, CREATURE, minecraft:fox, 10, 2, 4
1238, icy, minecraft:snowy_taiga, CREATURE, naturalist:bear, 10, 1, 2
1239, icy, minecraft:snowy_taiga, CREATURE, naturalist:bluejay, 10, 1, 4
1240, icy, minecraft:snowy_taiga, AMBIENT, minecraft:bat, 10, 8, 8
1241, icy, minecraft:snowy_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1242, nether, minecraft:soul_sand_valley, MONSTER, minecraft:skeleton, 20, 5, 5
1243, nether, minecraft:soul_sand_valley, MONSTER, minecraft:ghast, 50, 4, 4
1244, nether, minecraft:soul_sand_valley, MONSTER, endermanoverhaul:soulsand_valley_enderman, 10, 1, 2
1245, nether, minecraft:soul_sand_valley, MONSTER, minecraft:zombified_piglin, 10, 1, 4
1246, nether, minecraft:soul_sand_valley, CREATURE, minecraft:strider, 60, 1, 2
1247, jungle, minecraft:sparse_jungle, MONSTER, minecraft:spider, 80, 4, 4
1248, jungle, minecraft:sparse_jungle, MONSTER, minecraft:zombie, 80, 4, 4
1249, jungle, minecraft:sparse_jungle, MONSTER, minecraft:zombie_villager, 10, 1, 1
1250, jungle, minecraft:sparse_jungle, MONSTER, minecraft:skeleton, 80, 4, 4
1251, jungle, minecraft:sparse_jungle, MONSTER, minecraft:slime, 80, 4, 4
1252, jungle, minecraft:sparse_jungle, MONSTER, minecraft:enderman, 10, 1, 4
1253, jungle, minecraft:sparse_jungle, MONSTER, minecraft:witch, 10, 1, 1
1254, jungle, minecraft:sparse_jungle, MONSTER, creeperoverhaul:bamboo_creeper, 75, 2, 2
1255, jungle, minecraft:sparse_jungle, MONSTER, rottencreatures:undead_miner, 20, 1, 4
1256, jungle, minecraft:sparse_jungle, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1257, jungle, minecraft:sparse_jungle, MONSTER, creeperoverhaul:jungle_creeper, 75, 2, 2
1258, jungle, minecraft:sparse_jungle, CREATURE, minecraft:sheep, 12, 4, 4
1259, jungle, minecraft:sparse_jungle, CREATURE, minecraft:pig, 10, 4, 4
1260, jungle, minecraft:sparse_jungle, CREATURE, minecraft:chicken, 10, 4, 4
1261, jungle, minecraft:sparse_jungle, CREATURE, minecraft:cow, 10, 4, 4
1262, jungle, minecraft:sparse_jungle, CREATURE, minecraft:chicken, 10, 4, 4
1263, jungle, minecraft:sparse_jungle, CREATURE, naturalist:coral_snake, 10, 1, 1
1264, jungle, minecraft:sparse_jungle, CREATURE, naturalist:hippo, 15, 3, 4
1265, jungle, minecraft:sparse_jungle, CREATURE, naturalist:lizard, 15, 1, 2
1266, jungle, minecraft:sparse_jungle, CREATURE, naturalist:tortoise, 10, 1, 3
1267, jungle, minecraft:sparse_jungle, AMBIENT, minecraft:bat, 10, 8, 8
1268, jungle, minecraft:sparse_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1269, jungle, minecraft:sparse_jungle, HYBRID_AQUATIC_RIVER_FISH, hybrid-aquatic:african_butterflyfish, 10, 1, 1
1270, jungle, minecraft:sparse_jungle, HYBRID_AQUATIC_RIVER_FISH, hybrid-aquatic:danio, 10, 2, 3
1271, jungle, minecraft:sparse_jungle, HYBRID_AQUATIC_RIVER_FISH, hybrid-aquatic:discus, 10, 1, 1
1272, jungle, minecraft:sparse_jungle, HYBRID_AQUATIC_RIVER_FISH, hybrid-aquatic:golden_dorado, 10, 1, 1
1273, jungle, minecraft:sparse_jungle, HYBRID_AQUATIC_RIVER_FISH, hybrid-aquatic:gourami, 10, 1, 1
1274, jungle, minecraft:sparse_jungle, HYBRID_AQUATIC_RIVER_FISH, hybrid-aquatic:oscar, 10, 1, 1
1275, jungle, minecraft:sparse_jungle, HYBRID_AQUATIC_RIVER_FISH, hybrid-aquatic:piranha, 10, 4, 8
1276, jungle, minecraft:sparse_jungle, HYBRID_AQUATIC_RIVER_FISH, hybrid-aquatic:pleco, 10, 1, 2
1277, jungle, minecraft:sparse_jungle, HYBRID_AQUATIC_RIVER_FISH, hybrid-aquatic:tetra, 10, 2, 3
1278, jungle, minecraft:sparse_jungle, HYBRID_AQUATIC_RIVER_FISH, hybrid-aquatic:tiger_barb, 10, 2, 3
1279, jungle, minecraft:sparse_jungle, HYBRID_AQUATIC_CRUSTACEAN, hybrid-aquatic:vampire_crab, 10, 1, 2
1280, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:spider, 80, 4, 4
1281, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:zombie, 80, 4, 4
1282, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:zombie_villager, 10, 1, 1
1283, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
1284, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:slime, 80, 4, 4
1285, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:enderman, 10, 1, 4
1286, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:witch, 10, 1, 1
1287, extreme_hills, minecraft:stony_peaks, MONSTER, rottencreatures:undead_miner, 20, 1, 4
1288, extreme_hills, minecraft:stony_peaks, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1289, extreme_hills, minecraft:stony_peaks, MONSTER, creeperoverhaul:hills_creeper, 75, 2, 2
1290, extreme_hills, minecraft:stony_peaks, CREATURE, naturalist:canary, 10, 1, 4
1291, extreme_hills, minecraft:stony_peaks, CREATURE, naturalist:robin, 10, 1, 4
1292, extreme_hills, minecraft:stony_peaks, CREATURE, naturalist:snail, 10, 1, 3
1293, extreme_hills, minecraft:stony_peaks, AMBIENT, minecraft:bat, 10, 8, 8
1294, extreme_hills, minecraft:stony_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1295, private, minecraft:stony_shore, MONSTER, minecraft:spider, 80, 4, 4
1296, private, minecraft:stony_shore, MONSTER, minecraft:zombie, 80, 4, 4
1297, private, minecraft:stony_shore, MONSTER, minecraft:zombie_villager, 10, 1, 1
1298, private, minecraft:stony_shore, MONSTER, minecraft:skeleton, 80, 4, 4
1299, private, minecraft:stony_shore, MONSTER, minecraft:creeper, 80, 4, 4
1300, private, minecraft:stony_shore, MONSTER, minecraft:slime, 80, 4, 4
1301, private, minecraft:stony_shore, MONSTER, minecraft:enderman, 10, 1, 4
1302, private, minecraft:stony_shore, MONSTER, minecraft:witch, 10, 1, 1
1303, private, minecraft:stony_shore, MONSTER, rottencreatures:undead_miner, 20, 1, 4
1304, private, minecraft:stony_shore, CREATURE, naturalist:coral_snake, 10, 1, 1
1305, private, minecraft:stony_shore, CREATURE, pesky_seagulls:seagull, 20, 3, 5
1306, private, minecraft:stony_shore, AMBIENT, minecraft:bat, 10, 8, 8
1307, private, minecraft:stony_shore, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1308, private, minecraft:stony_shore, HYBRID_AQUATIC_CRUSTACEAN, hybrid-aquatic:lightfoot_crab, 10, 1, 2
1309, private, minecraft:stony_shore, HYBRID_AQUATIC_MAMMAL, hybrid-aquatic:otter, 10, 0, 2
1310, private, minecraft:sunflower_plains, MONSTER, minecraft:spider, 80, 4, 4
1311, private, minecraft:sunflower_plains, MONSTER, minecraft:zombie, 80, 4, 4
1312, private, minecraft:sunflower_plains, MONSTER, minecraft:zombie_villager, 10, 1, 1
1313, private, minecraft:sunflower_plains, MONSTER, minecraft:skeleton, 80, 4, 4
1314, private, minecraft:sunflower_plains, MONSTER, minecraft:creeper, 80, 4, 4
1315, private, minecraft:sunflower_plains, MONSTER, minecraft:slime, 80, 4, 4
1316, private, minecraft:sunflower_plains, MONSTER, minecraft:witch, 10, 1, 1
1317, private, minecraft:sunflower_plains, MONSTER, rottencreatures:undead_miner, 20, 1, 4
1318, private, minecraft:sunflower_plains, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 2
1319, private, minecraft:sunflower_plains, MONSTER, endermanoverhaul:flower_fields_enderman, 10, 1, 2
1320, private, minecraft:sunflower_plains, CREATURE, minecraft:sheep, 12, 4, 4
1321, private, minecraft:sunflower_plains, CREATURE, minecraft:pig, 10, 4, 4
1322, private, minecraft:sunflower_plains, CREATURE, minecraft:chicken, 10, 4, 4
1323, private, minecraft:sunflower_plains, CREATURE, minecraft:cow, 10, 4, 4
1324, private, minecraft:sunflower_plains, CREATURE, minecraft:horse, 10, 2, 6
1325, private, minecraft:sunflower_plains, CREATURE, minecraft:donkey, 10, 1, 3
1326, private, minecraft:sunflower_plains, CREATURE, naturalist:robin, 10, 1, 4
1327, private, minecraft:sunflower_plains, CREATURE, naturalist:snail, 10, 1, 3
1328, private, minecraft:sunflower_plains, CREATURE, naturalist:snake, 10, 1, 1
1329, private, minecraft:sunflower_plains, CREATURE, naturalist:sparrow, 10, 1, 4
1330, private, minecraft:sunflower_plains, AMBIENT, minecraft:bat, 10, 8, 8
1331, private, minecraft:sunflower_plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1332, swamp, minecraft:swamp, MONSTER, minecraft:spider, 80, 4, 4
1333, swamp, minecraft:swamp, MONSTER, minecraft:zombie, 80, 4, 4
1334, swamp, minecraft:swamp, MONSTER, minecraft:zombie_villager, 10, 1, 1
1335, swamp, minecraft:swamp, MONSTER, minecraft:skeleton, 80, 4, 4
1336, swamp, minecraft:swamp, MONSTER, minecraft:creeper, 80, 4, 4
1337, swamp, minecraft:swamp, MONSTER, minecraft:slime, 80, 4, 4
1338, swamp, minecraft:swamp, MONSTER, minecraft:witch, 10, 1, 1
1339, swamp, minecraft:swamp, MONSTER, minecraft:slime, 10, 1, 1
1340, swamp, minecraft:swamp, MONSTER, rottencreatures:undead_miner, 20, 1, 4
1341, swamp, minecraft:swamp, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 2
1342, swamp, minecraft:swamp, MONSTER, endermanoverhaul:swamp_enderman, 10, 1, 4
1343, swamp, minecraft:swamp, CREATURE, minecraft:sheep, 12, 4, 4
1344, swamp, minecraft:swamp, CREATURE, minecraft:pig, 10, 4, 4
1345, swamp, minecraft:swamp, CREATURE, minecraft:chicken, 10, 4, 4
1346, swamp, minecraft:swamp, CREATURE, minecraft:cow, 10, 4, 4
1347, swamp, minecraft:swamp, CREATURE, minecraft:frog, 20, 2, 5
1348, swamp, minecraft:swamp, CREATURE, naturalist:alligator, 20, 1, 2
1349, swamp, minecraft:swamp, CREATURE, naturalist:cardinal, 10, 1, 4
1350, swamp, minecraft:swamp, CREATURE, naturalist:duck, 15, 1, 3
1351, swamp, minecraft:swamp, CREATURE, naturalist:lizard, 15, 1, 2
1352, swamp, minecraft:swamp, CREATURE, naturalist:snail, 10, 1, 3
1353, swamp, minecraft:swamp, CREATURE, naturalist:snake, 10, 1, 1
1354, swamp, minecraft:swamp, CREATURE, naturalist:tortoise, 10, 1, 3
1355, swamp, minecraft:swamp, AMBIENT, minecraft:bat, 10, 8, 8
1356, swamp, minecraft:swamp, AMBIENT, naturalist:dragonfly, 10, 2, 3
1357, swamp, minecraft:swamp, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1358, swamp, minecraft:swamp, WATER_AMBIENT, naturalist:bass, 10, 4, 4
1359, swamp, minecraft:swamp, WATER_AMBIENT, naturalist:catfish, 10, 1, 1
1360, swamp, minecraft:swamp, HYBRID_AQUATIC_RIVER_FISH, hybrid-aquatic:betta, 10, 1, 1
1361, swamp, minecraft:swamp, HYBRID_AQUATIC_RIVER_FISH, hybrid-aquatic:pleco, 10, 1, 2
1362, swamp, minecraft:swamp, HYBRID_AQUATIC_RIVER_FISH, hybrid-aquatic:tiger_barb, 10, 2, 3
1363, swamp, minecraft:swamp, HYBRID_AQUATIC_CRUSTACEAN, hybrid-aquatic:fiddler_crab, 15, 1, 2
1364, taiga, minecraft:taiga, MONSTER, minecraft:spider, 80, 4, 4
1365, taiga, minecraft:taiga, MONSTER, minecraft:zombie, 80, 4, 4
1366, taiga, minecraft:taiga, MONSTER, minecraft:zombie_villager, 10, 1, 1
1367, taiga, minecraft:taiga, MONSTER, minecraft:skeleton, 80, 4, 4
1368, taiga, minecraft:taiga, MONSTER, minecraft:slime, 80, 4, 4
1369, taiga, minecraft:taiga, MONSTER, minecraft:enderman, 10, 1, 4
1370, taiga, minecraft:taiga, MONSTER, minecraft:witch, 10, 1, 1
1371, taiga, minecraft:taiga, MONSTER, rottencreatures:undead_miner, 20, 1, 4
1372, taiga, minecraft:taiga, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1373, taiga, minecraft:taiga, MONSTER, creeperoverhaul:spruce_creeper, 75, 2, 2
1374, taiga, minecraft:taiga, CREATURE, minecraft:sheep, 12, 4, 4
1375, taiga, minecraft:taiga, CREATURE, minecraft:pig, 10, 4, 4
1376, taiga, minecraft:taiga, CREATURE, minecraft:chicken, 10, 4, 4
1377, taiga, minecraft:taiga, CREATURE, minecraft:cow, 10, 4, 4
1378, taiga, minecraft:taiga, CREATURE, minecraft:wolf, 10, 4, 4
1379, taiga, minecraft:taiga, CREATURE, minecraft:rabbit, 10, 2, 3
1380, taiga, minecraft:taiga, CREATURE, minecraft:fox, 10, 2, 4
1381, taiga, minecraft:taiga, CREATURE, naturalist:bear, 10, 1, 2
1382, taiga, minecraft:taiga, CREATURE, naturalist:bluejay, 10, 1, 4
1383, taiga, minecraft:taiga, AMBIENT, minecraft:bat, 10, 8, 8
1384, taiga, minecraft:taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1385, private, minecraft:the_end, MONSTER, minecraft:enderman, 10, 4, 4
1386, private, minecraft:the_end, MONSTER, endermanoverhaul:end_enderman, 10, 1, 2
1387, ocean, minecraft:warm_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1388, ocean, minecraft:warm_ocean, MONSTER, minecraft:spider, 80, 4, 4
1389, ocean, minecraft:warm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1390, ocean, minecraft:warm_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1391, ocean, minecraft:warm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1392, ocean, minecraft:warm_ocean, MONSTER, minecraft:slime, 80, 4, 4
1393, ocean, minecraft:warm_ocean, MONSTER, minecraft:witch, 10, 1, 1
1394, ocean, minecraft:warm_ocean, MONSTER, rottencreatures:undead_miner, 20, 1, 4
1395, ocean, minecraft:warm_ocean, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1396, ocean, minecraft:warm_ocean, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 2
1397, ocean, minecraft:warm_ocean, MONSTER, endermanoverhaul:coral_enderman, 10, 1, 2
1398, ocean, minecraft:warm_ocean, MONSTER, creeperoverhaul:ocean_creeper, 10, 1, 1
1399, ocean, minecraft:warm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1400, ocean, minecraft:warm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 1, 1
1401, ocean, minecraft:warm_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 1
1402, ocean, minecraft:warm_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
1403, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:pufferfish, 15, 1, 3
1404, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1405, ocean, minecraft:warm_ocean, HYBRID_AQUATIC_FISH, hybrid-aquatic:blowfish, 10, 1, 2
1406, ocean, minecraft:warm_ocean, HYBRID_AQUATIC_FISH, hybrid-aquatic:boxfish, 10, 1, 1
1407, ocean, minecraft:warm_ocean, HYBRID_AQUATIC_FISH, hybrid-aquatic:clownfish, 10, 1, 2
1408, ocean, minecraft:warm_ocean, HYBRID_AQUATIC_FISH, hybrid-aquatic:damselfish, 10, 4, 12
1409, ocean, minecraft:warm_ocean, HYBRID_AQUATIC_FISH, hybrid-aquatic:flashlight_fish, 10, 4, 12
1410, ocean, minecraft:warm_ocean, HYBRID_AQUATIC_FISH, hybrid-aquatic:lionfish, 10, 1, 2
1411, ocean, minecraft:warm_ocean, HYBRID_AQUATIC_FISH, hybrid-aquatic:moray_eel, 10, 1, 2
1412, ocean, minecraft:warm_ocean, HYBRID_AQUATIC_FISH, hybrid-aquatic:parrotfish, 10, 1, 2
1413, ocean, minecraft:warm_ocean, HYBRID_AQUATIC_FISH, hybrid-aquatic:seahorse, 10, 1, 2
1414, ocean, minecraft:warm_ocean, HYBRID_AQUATIC_FISH, hybrid-aquatic:squirrelfish, 10, 4, 12
1415, ocean, minecraft:warm_ocean, HYBRID_AQUATIC_FISH, hybrid-aquatic:stingray, 10, 1, 2
1416, ocean, minecraft:warm_ocean, HYBRID_AQUATIC_FISH, hybrid-aquatic:stonefish, 10, 1, 2
1417, ocean, minecraft:warm_ocean, HYBRID_AQUATIC_FISH, hybrid-aquatic:surgeonfish, 10, 1, 4
1418, ocean, minecraft:warm_ocean, HYBRID_AQUATIC_FISH, hybrid-aquatic:triggerfish, 10, 1, 1
1419, ocean, minecraft:warm_ocean, HYBRID_AQUATIC_CEPHALOPOD, hybrid-aquatic:cuttlefish, 10, 1, 1
1420, ocean, minecraft:warm_ocean, HYBRID_AQUATIC_CEPHALOPOD, hybrid-aquatic:firefly_squid, 10, 1, 2
1421, ocean, minecraft:warm_ocean, HYBRID_AQUATIC_CEPHALOPOD, hybrid-aquatic:octopus, 10, 1, 1
1422, ocean, minecraft:warm_ocean, HYBRID_AQUATIC_JELLY, hybrid-aquatic:box_jellyfish, 10, 1, 1
1423, ocean, minecraft:warm_ocean, HYBRID_AQUATIC_JELLY, hybrid-aquatic:moon_jellyfish, 10, 2, 5
1424, ocean, minecraft:warm_ocean, HYBRID_AQUATIC_CRUSTACEAN, hybrid-aquatic:decorator_crab, 10, 1, 2
1425, ocean, minecraft:warm_ocean, HYBRID_AQUATIC_CRUSTACEAN, hybrid-aquatic:flower_crab, 10, 1, 2
1426, ocean, minecraft:warm_ocean, HYBRID_AQUATIC_CRUSTACEAN, hybrid-aquatic:lobster, 10, 1, 2
1427, ocean, minecraft:warm_ocean, HYBRID_AQUATIC_CRUSTACEAN, hybrid-aquatic:shrimp, 10, 2, 3
1428, ocean, minecraft:warm_ocean, HYBRID_AQUATIC_CRITTER, hybrid-aquatic:sea_cucumber, 10, 1, 2
1429, ocean, minecraft:warm_ocean, HYBRID_AQUATIC_CRITTER, hybrid-aquatic:sea_slug, 10, 0, 2
1430, ocean, minecraft:warm_ocean, HYBRID_AQUATIC_CRITTER, hybrid-aquatic:sea_urchin, 10, 0, 2
1431, ocean, minecraft:warm_ocean, HYBRID_AQUATIC_CRITTER, hybrid-aquatic:starfish, 10, 0, 2
1432, nether, minecraft:warped_forest, MONSTER, endermanoverhaul:warped_forest_enderman, 10, 4, 4
1433, nether, minecraft:warped_forest, MONSTER, minecraft:zombified_piglin, 10, 1, 4
1434, nether, minecraft:warped_forest, MONSTER, minecraft:ghast, 7, 4, 4
1435, nether, minecraft:warped_forest, CREATURE, minecraft:strider, 60, 1, 2
1436, private, minecraft:windswept_forest, MONSTER, minecraft:spider, 80, 4, 4
1437, private, minecraft:windswept_forest, MONSTER, minecraft:zombie, 80, 4, 4
1438, private, minecraft:windswept_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
1439, private, minecraft:windswept_forest, MONSTER, minecraft:skeleton, 80, 4, 4
