"Registry name","Map color (hex)","Map color (int)"
"spectrum:lime_button","#7FCC19","8375321"
"spectrum:lime_chiseled_preservation_stone","#A4A8B8","10791096"
"spectrum:lime_fence","#7FCC19","8375321"
"spectrum:lime_fence_gate","#7FCC19","8375321"
"spectrum:lime_glowblock","#7FCC19","8375321"
"spectrum:lime_lamp","#7FCC19","8375321"
"spectrum:lime_leaves","#7FCC19","8375321"
"spectrum:lime_log","#7FCC19","8375321"
"spectrum:lime_planks","#7FCC19","8375321"
"spectrum:lime_pressure_plate","#7FCC19","8375321"
"spectrum:lime_sapling","#7FCC19","8375321"
"spectrum:lime_slab","#7FCC19","8375321"
"spectrum:lime_spore_blossom","#7FCC19","8375321"
"spectrum:lime_stairs","#7FCC19","8375321"
"spectrum:lime_wood","#7FCC19","8375321"
"spectrum:liquid_crystal","#943F61","9715553"
"spectrum:lizard_black_head","#000000","0"
"spectrum:lizard_black_wall_head","#000000","0"
"spectrum:lizard_blue_head","#000000","0"
"spectrum:lizard_blue_wall_head","#000000","0"
"spectrum:lizard_brown_head","#000000","0"
"spectrum:lizard_brown_wall_head","#000000","0"
"spectrum:lizard_cyan_head","#000000","0"
"spectrum:lizard_cyan_wall_head","#000000","0"
"spectrum:lizard_gray_head","#000000","0"
"spectrum:lizard_gray_wall_head","#000000","0"
"spectrum:lizard_green_head","#000000","0"
"spectrum:lizard_green_wall_head","#000000","0"
"spectrum:lizard_light_blue_head","#000000","0"
"spectrum:lizard_light_blue_wall_head","#000000","0"
"spectrum:lizard_light_gray_head","#000000","0"
"spectrum:lizard_light_gray_wall_head","#000000","0"
"spectrum:lizard_lime_head","#000000","0"
"spectrum:lizard_lime_wall_head","#000000","0"
"spectrum:lizard_magenta_head","#000000","0"
"spectrum:lizard_magenta_wall_head","#000000","0"
"spectrum:lizard_orange_head","#000000","0"
"spectrum:lizard_orange_wall_head","#000000","0"
"spectrum:lizard_pink_head","#000000","0"
"spectrum:lizard_pink_wall_head","#000000","0"
"spectrum:lizard_purple_head","#000000","0"
"spectrum:lizard_purple_wall_head","#000000","0"
"spectrum:lizard_red_head","#000000","0"
"spectrum:lizard_red_wall_head","#000000","0"
"spectrum:lizard_white_head","#000000","0"
"spectrum:lizard_white_wall_head","#000000","0"
"spectrum:lizard_yellow_head","#000000","0"
"spectrum:lizard_yellow_wall_head","#000000","0"
"spectrum:llama_head","#000000","0"
"spectrum:llama_wall_head","#000000","0"
"spectrum:longing_chimera","#4C4C4C","5000268"
"spectrum:magenta_block","#B24CD8","11685080"
"spectrum:magenta_button","#B24CD8","11685080"
"spectrum:magenta_chiseled_preservation_stone","#A4A8B8","10791096"
"spectrum:magenta_fence","#B24CD8","11685080"
"spectrum:magenta_fence_gate","#B24CD8","11685080"
"spectrum:magenta_glowblock","#B24CD8","11685080"
"spectrum:magenta_lamp","#B24CD8","11685080"
"spectrum:magenta_leaves","#B24CD8","11685080"
"spectrum:magenta_log","#B24CD8","11685080"
"spectrum:magenta_planks","#B24CD8","11685080"
"spectrum:magenta_pressure_plate","#B24CD8","11685080"
"spectrum:magenta_sapling","#B24CD8","11685080"
"spectrum:magenta_slab","#B24CD8","11685080"
"spectrum:magenta_spirit_sallow_vines_body","#B24CD8","11685080"
"spectrum:magenta_spirit_sallow_vines_head","#B24CD8","11685080"
"spectrum:magenta_spore_blossom","#B24CD8","11685080"
"spectrum:magenta_stairs","#B24CD8","11685080"
"spectrum:magenta_wood","#B24CD8","11685080"
"spectrum:magma_cube_head","#000000","0"
"spectrum:magma_cube_wall_head","#000000","0"
"spectrum:malachite_block","#00D93A","55610"
"spectrum:malachite_cluster","#00D93A","55610"
"spectrum:malachite_ore","#707070","7368816"
"spectrum:manxi","#A4A8B8","10791096"
"spectrum:medium_citrine_bud","#E5E533","15066419"
"spectrum:medium_moonstone_bud","#FFFFFF","16777215"
"spectrum:medium_onyx_bud","#191919","1644825"
"spectrum:medium_topaz_bud","#4C7F99","5013401"
"spectrum:memory","#000000","0"
"spectrum:mermaids_brush","#000000","0"
"spectrum:midnight_solution","#3A8E8C","3837580"
"spectrum:monstrosity_head","#000000","0"
"spectrum:monstrosity_wall_head","#000000","0"
"spectrum:moonstone_basalt_lamp","#191919","1644825"
"spectrum:moonstone_block","#FFFFFF","16777215"
"spectrum:moonstone_calcite_lamp","#D1B1A1","13742497"
"spectrum:moonstone_chime","#FFFFFF","16777215"
"spectrum:moonstone_chiseled_basalt","#191919","1644825"
"spectrum:moonstone_chiseled_calcite","#D1B1A1","13742497"
"spectrum:moonstone_cluster","#FFFFFF","16777215"
"spectrum:moonstone_decostone","#FFFFFF","16777215"
"spectrum:moonstone_glass","#FFFFFF","16777215"
"spectrum:moonstone_glass_pane","#FFFFFF","16777215"
"spectrum:moonstone_ore","#707070","7368816"
"spectrum:moonstone_powder_block","#FFFFFF","16777215"
"spectrum:moonstone_semi_permeable_glass","#FFFFFF","16777215"
"spectrum:moonstone_storage_block","#FFFFFF","16777215"
"spectrum:moonstone_sugar_stick","#FFFFFF","16777215"
"spectrum:mooshroom_brown_head","#000000","0"
"spectrum:mooshroom_brown_wall_head","#000000","0"
"spectrum:mooshroom_red_head","#000000","0"
"spectrum:mooshroom_red_wall_head","#000000","0"
"spectrum:moss_ball","#007C00","31744"
"spectrum:mud","#4C3223","4993571"
"spectrum:mule_head","#000000","0"
"spectrum:mule_wall_head","#000000","0"
"spectrum:neolith_block","#7F3FB2","8339378"
"spectrum:nephrite_blossom_bulb","#F27FA5","15892389"
"spectrum:nephrite_blossom_leaves","#F27FA5","15892389"
"spectrum:nephrite_blossom_stem","#F27FA5","15892389"
"spectrum:netherite_scrap_cluster","#191919","1644825"
"spectrum:nightdew","#167E86","1474182"
"spectrum:notched_polished_basalt","#191919","1644825"
"spectrum:notched_polished_calcite","#D1B1A1","13742497"
"spectrum:ocelot_head","#000000","0"
"spectrum:ocelot_idol","#D1B1A1","13742497"
"spectrum:ocelot_wall_head","#000000","0"
"spectrum:ominous_sapling","#007C00","31744"
"spectrum:onyx_basalt_lamp","#191919","1644825"
"spectrum:onyx_block","#191919","1644825"
"spectrum:onyx_calcite_lamp","#D1B1A1","13742497"
"spectrum:onyx_chime","#191919","1644825"
"spectrum:onyx_chiseled_basalt","#191919","1644825"
"spectrum:onyx_chiseled_calcite","#D1B1A1","13742497"
"spectrum:onyx_cluster","#191919","1644825"
"spectrum:onyx_decostone","#191919","1644825"
"spectrum:onyx_glass","#191919","1644825"
"spectrum:onyx_glass_pane","#191919","1644825"
"spectrum:onyx_ore","#707070","7368816"
"spectrum:onyx_powder_block","#191919","1644825"
"spectrum:onyx_semi_permeable_glass","#191919","1644825"
"spectrum:onyx_storage_block","#191919","1644825"
"spectrum:onyx_sugar_stick","#191919","1644825"
"spectrum:orange_block","#D87F33","14188339"
"spectrum:orange_button","#D87F33","14188339"
"spectrum:orange_chiseled_preservation_stone","#A4A8B8","10791096"
"spectrum:orange_fence","#D87F33","14188339"
"spectrum:orange_fence_gate","#D87F33","14188339"
"spectrum:orange_glowblock","#D87F33","14188339"
"spectrum:orange_lamp","#D87F33","14188339"
"spectrum:orange_leaves","#D87F33","14188339"
"spectrum:orange_log","#D87F33","14188339"
"spectrum:orange_planks","#D87F33","14188339"
"spectrum:orange_pressure_plate","#D87F33","14188339"
"spectrum:orange_sapling","#D87F33","14188339"
"spectrum:orange_slab","#D87F33","14188339"
"spectrum:orange_spore_blossom","#D87F33","14188339"
"spectrum:orange_stairs","#D87F33","14188339"
"spectrum:orange_wood","#D87F33","14188339"
"spectrum:overgrown_blackslag","#007C00","31744"
"spectrum:overgrown_slush","#4C4C4C","5000268"
"spectrum:paltaeria_fragment_block","#6699D8","6724056"
"spectrum:paltaeria_ore","#F7E9A3","16247203"
"spectrum:panda_head","#000000","0"
"spectrum:panda_wall_head","#000000","0"
"spectrum:parametric_mining_device","#4C4C4C","5000268"
"spectrum:parrot_blue_head","#000000","0"
"spectrum:parrot_blue_wall_head","#000000","0"
"spectrum:parrot_cyan_head","#000000","0"
"spectrum:parrot_cyan_wall_head","#000000","0"
"spectrum:parrot_gray_head","#000000","0"
"spectrum:parrot_gray_wall_head","#000000","0"
"spectrum:parrot_green_head","#000000","0"
"spectrum:parrot_green_wall_head","#000000","0"
"spectrum:parrot_idol","#D1B1A1","13742497"
"spectrum:parrot_red_head","#000000","0"
"spectrum:parrot_red_wall_head","#000000","0"
"spectrum:particle_spawner","#D1B1A1","13742497"
"spectrum:pedestal_all_basic","#7F3FB2","8339378"
"spectrum:pedestal_basic_amethyst","#7F3FB2","8339378"
"spectrum:pedestal_basic_citrine","#E5E533","15066419"
"spectrum:pedestal_basic_topaz","#5CDBD5","6085589"
"spectrum:pedestal_moonstone","#FFFFFF","16777215"
"spectrum:pedestal_onyx","#191919","1644825"
"spectrum:phantom_head","#000000","0"
"spectrum:phantom_idol","#D1B1A1","13742497"
"spectrum:phantom_wall_head","#000000","0"
"spectrum:pig_head","#000000","0"
"spectrum:pig_idol","#D1B1A1","13742497"
"spectrum:pig_wall_head","#000000","0"
"spectrum:piglin_idol","#D1B1A1","13742497"
"spectrum:pillager_head","#000000","0"
"spectrum:pillager_wall_head","#000000","0"
"spectrum:pink_block","#F27FA5","15892389"
"spectrum:pink_button","#F27FA5","15892389"
"spectrum:pink_chiseled_preservation_stone","#A4A8B8","10791096"
"spectrum:pink_fence","#F27FA5","15892389"
"spectrum:pink_fence_gate","#F27FA5","15892389"
"spectrum:pink_glowblock","#F27FA5","15892389"
"spectrum:pink_lamp","#F27FA5","15892389"
"spectrum:pink_leaves","#F27FA5","15892389"
"spectrum:pink_log","#F27FA5","15892389"
"spectrum:pink_planks","#F27FA5","15892389"
"spectrum:pink_pressure_plate","#F27FA5","15892389"
"spectrum:pink_sapling","#F27FA5","15892389"
"spectrum:pink_slab","#F27FA5","15892389"
"spectrum:pink_spore_blossom","#F27FA5","15892389"
"spectrum:pink_stairs","#F27FA5","15892389"
"spectrum:pink_wood","#F27FA5","15892389"
"spectrum:planed_basalt","#191919","1644825"
"spectrum:planed_basalt_slab","#191919","1644825"
"spectrum:planed_basalt_stairs","#191919","1644825"
"spectrum:planed_basalt_wall","#191919","1644825"
"spectrum:planed_calcite","#D1B1A1","13742497"
"spectrum:planed_calcite_slab","#D1B1A1","13742497"
"spectrum:planed_calcite_stairs","#D1B1A1","13742497"
"spectrum:planed_calcite_wall","#D1B1A1","13742497"
"spectrum:player_detector","#8F7748","9402184"
"spectrum:polar_bear_head","#000000","0"
"spectrum:polar_bear_idol","#D1B1A1","13742497"
"spectrum:polar_bear_wall_head","#000000","0"
"spectrum:polished_basal_marble","#4C4C4C","5000268"
"spectrum:polished_basal_marble_slab","#4C4C4C","5000268"
"spectrum:polished_basal_marble_stairs","#4C4C4C","5000268"
"spectrum:polished_basal_marble_wall","#4C4C4C","5000268"
"spectrum:polished_basalt","#191919","1644825"
"spectrum:polished_basalt_button","#000000","0"
"spectrum:polished_basalt_crest","#191919","1644825"
"spectrum:polished_basalt_pillar","#191919","1644825"
"spectrum:polished_basalt_pressure_plate","#191919","1644825"
"spectrum:polished_basalt_slab","#191919","1644825"
"spectrum:polished_basalt_stairs","#191919","1644825"
"spectrum:polished_basalt_wall","#191919","1644825"
"spectrum:polished_blackslag","#4C4C4C","5000268"
"spectrum:polished_blackslag_button","#000000","0"
"spectrum:polished_blackslag_pillar","#4C4C4C","5000268"
"spectrum:polished_blackslag_pressure_plate","#191919","1644825"
"spectrum:polished_blackslag_slab","#4C4C4C","5000268"
"spectrum:polished_blackslag_stairs","#4C4C4C","5000268"
"spectrum:polished_blackslag_wall","#4C4C4C","5000268"
"spectrum:polished_bone_ash","#FFFFFF","16777215"
"spectrum:polished_bone_ash_pillar","#FFFFFF","16777215"
"spectrum:polished_bone_ash_slab","#FFFFFF","16777215"
"spectrum:polished_bone_ash_stairs","#FFFFFF","16777215"
"spectrum:polished_bone_ash_wall","#FFFFFF","16777215"
"spectrum:polished_calcite","#D1B1A1","13742497"
"spectrum:polished_calcite_button","#000000","0"
"spectrum:polished_calcite_crest","#D1B1A1","13742497"
"spectrum:polished_calcite_pillar","#D1B1A1","13742497"
"spectrum:polished_calcite_pressure_plate","#D1B1A1","13742497"
"spectrum:polished_calcite_slab","#D1B1A1","13742497"
"spectrum:polished_calcite_stairs","#D1B1A1","13742497"
"spectrum:polished_calcite_wall","#D1B1A1","13742497"
"spectrum:polished_shale_clay","#4C4C4C","5000268"
"spectrum:polished_shale_clay_slab","#4C4C4C","5000268"
"spectrum:polished_shale_clay_stairs","#4C4C4C","5000268"
"spectrum:potion_workshop","#D1B1A1","13742497"
"spectrum:potted_amaranth_bushel","#000000","0"
"spectrum:potted_black_sapling","#000000","0"
"spectrum:potted_blood_orchid","#000000","0"
"spectrum:potted_blue_sapling","#000000","0"
"spectrum:potted_brown_sapling","#000000","0"
"spectrum:potted_chestnut_noxshroom","#000000","0"
"spectrum:potted_cyan_sapling","#000000","0"
"spectrum:potted_ebony_noxshroom","#000000","0"
"spectrum:potted_gray_sapling","#000000","0"
"spectrum:potted_green_sapling","#000000","0"
"spectrum:potted_ivory_noxshroom","#000000","0"
"spectrum:potted_light_blue_sapling","#000000","0"
"spectrum:potted_light_gray_sapling","#000000","0"
"spectrum:potted_lime_sapling","#000000","0"
"spectrum:potted_magenta_sapling","#000000","0"
"spectrum:potted_orange_sapling","#000000","0"
"spectrum:potted_pink_sapling","#000000","0"
"spectrum:potted_purple_sapling","#000000","0"
"spectrum:potted_red_sapling","#000000","0"
"spectrum:potted_resonant_lily","#000000","0"
"spectrum:potted_slate_noxshroom","#000000","0"
"spectrum:potted_weeping_gala_sprig","#000000","0"
"spectrum:potted_white_sapling","#000000","0"
"spectrum:potted_yellow_sapling","#000000","0"
"spectrum:powder_chiseled_preservation_stone","#A4A8B8","10791096"
"spectrum:present","#FFFFFF","16777215"
"spectrum:preservation_block_detector","#A4A8B8","10791096"
"spectrum:preservation_bricks","#A4A8B8","10791096"
"spectrum:preservation_chest","#A4A8B8","10791096"
"spectrum:preservation_controller","#A4A8B8","10791096"
"spectrum:preservation_glass","#A4A8B8","10791096"
"spectrum:preservation_roundel","#A4A8B8","10791096"
"spectrum:preservation_slab","#A4A8B8","10791096"
"spectrum:preservation_stairs","#A4A8B8","10791096"
"spectrum:preservation_stone","#A4A8B8","10791096"
"spectrum:preservation_turret_head","#000000","0"
"spectrum:preservation_turret_wall_head","#000000","0"
"spectrum:preservation_wall","#A4A8B8","10791096"
"spectrum:primordial_fire","#7F3FB2","8339378"
"spectrum:primordial_torch","#000000","0"
"spectrum:primordial_wall_torch","#000000","0"
"spectrum:prismarine_cluster","#191919","1644825"
"spectrum:pristine_shooting_star","#707070","7368816"
"spectrum:provider_node","#000000","0"
"spectrum:pufferfish_head","#000000","0"
"spectrum:pufferfish_idol","#D1B1A1","13742497"
"spectrum:pufferfish_wall_head","#000000","0"
"spectrum:pure_coal_block","#191919","1644825"
"spectrum:pure_copper_block","#D87F33","14188339"
"spectrum:pure_diamond_block","#5CDBD5","6085589"
"spectrum:pure_echo_block","#5CDBD5","6085589"
"spectrum:pure_emerald_block","#00D93A","55610"
"spectrum:pure_glowstone_block","#F7E9A3","16247203"
"spectrum:pure_gold_block","#FAEE4D","16445005"
"spectrum:pure_iron_block","#A7A7A7","10987431"
"spectrum:pure_lapis_block","#4A80FF","4882687"
"spectrum:pure_netherite_scrap_block","#191919","1644825"
"spectrum:pure_prismarine_block","#4C7F99","5013401"
"spectrum:pure_quartz_block","#FFFCF5","16776437"
"spectrum:pure_redstone_block","#FF0000","16711680"
"spectrum:purple_block","#7F3FB2","8339378"
"spectrum:purple_button","#7F3FB2","8339378"
"spectrum:purple_chiseled_preservation_stone","#A4A8B8","10791096"
"spectrum:purple_fence","#7F3FB2","8339378"
"spectrum:purple_fence_gate","#7F3FB2","8339378"
"spectrum:purple_glowblock","#7F3FB2","8339378"
"spectrum:purple_lamp","#7F3FB2","8339378"
"spectrum:purple_leaves","#7F3FB2","8339378"
"spectrum:purple_log","#7F3FB2","8339378"
"spectrum:purple_planks","#7F3FB2","8339378"
"spectrum:purple_pressure_plate","#7F3FB2","8339378"
"spectrum:purple_sapling","#7F3FB2","8339378"
"spectrum:purple_slab","#7F3FB2","8339378"
"spectrum:purple_spore_blossom","#7F3FB2","8339378"
"spectrum:purple_stairs","#7F3FB2","8339378"
"spectrum:purple_wood","#7F3FB2","8339378"
"spectrum:pyrite","#BA8524","12223780"
"spectrum:pyrite_panneling","#BA8524","12223780"
"spectrum:pyrite_pile","#BA8524","12223780"
"spectrum:pyrite_plating","#BA8524","12223780"
"spectrum:pyrite_projector","#BA8524","12223780"
"spectrum:pyrite_relief","#BA8524","12223780"
"spectrum:pyrite_ripper","#BA8524","12223780"
"spectrum:pyrite_slab","#BA8524","12223780"
"spectrum:pyrite_stack","#BA8524","12223780"
"spectrum:pyrite_stairs","#BA8524","12223780"
"spectrum:pyrite_tiles","#BA8524","12223780"
"spectrum:pyrite_tiles_slab","#BA8524","12223780"
"spectrum:pyrite_tiles_stairs","#BA8524","12223780"
"spectrum:pyrite_tiles_wall","#BA8524","12223780"
"spectrum:pyrite_tubing","#BA8524","12223780"
"spectrum:pyrite_vent","#BA8524","12223780"
"spectrum:pyrite_wall","#BA8524","12223780"
"spectrum:quartz_cluster","#FFFCF5","16776437"
"spectrum:quitoxic_reeds","#000000","0"
"spectrum:rabbit_head","#000000","0"
"spectrum:rabbit_idol","#D1B1A1","13742497"
"spectrum:rabbit_wall_head","#000000","0"
"spectrum:radiant_glass","#F7E9A3","16247203"
"spectrum:radiant_glass_pane","#F7E9A3","16247203"
"spectrum:radiant_semi_permeable_glass","#F7E9A3","16247203"
"spectrum:radiating_ender","#7F3FB2","8339378"
"spectrum:ravager_head","#000000","0"
"spectrum:ravager_wall_head","#000000","0"
"spectrum:red_block","#993333","10040115"
"spectrum:red_button","#993333","10040115"
"spectrum:red_chiseled_preservation_stone","#A4A8B8","10791096"
"spectrum:red_fence","#993333","10040115"
"spectrum:red_fence_gate","#993333","10040115"
"spectrum:red_glowblock","#993333","10040115"
"spectrum:red_lamp","#993333","10040115"
"spectrum:red_leaves","#993333","10040115"
"spectrum:red_log","#993333","10040115"
"spectrum:red_planks","#993333","10040115"
"spectrum:red_pressure_plate","#993333","10040115"
"spectrum:red_sapling","#993333","10040115"
"spectrum:red_slab","#993333","10040115"
"spectrum:red_spore_blossom","#993333","10040115"
"spectrum:red_stairs","#993333","10040115"
"spectrum:red_wood","#993333","10040115"
"spectrum:redstone_calculator","#000000","0"
"spectrum:redstone_cluster","#FF0000","16711680"
"spectrum:redstone_sand","#FF0000","16711680"
"spectrum:redstone_timer","#000000","0"
"spectrum:redstone_transceiver","#000000","0"
"spectrum:resonant_lily","#FFFFFF","16777215"
"spectrum:restocking_chest","#D87F33","14188339"
"spectrum:rock_crystal","#FFFCF5","16776437"
"spectrum:rotten_ground","#A0A0FF","10526975"
"spectrum:ruin","#191919","1644825"
"spectrum:sacred_soil","#A4A8B8","10791096"
"spectrum:sag_bubble","#251610","2430480"
"spectrum:sag_leaf","#251610","2430480"
"spectrum:salmon_head","#000000","0"
"spectrum:salmon_wall_head","#000000","0"
"spectrum:sawblade_grass","#F7E9A3","16247203"
"spectrum:sawblade_holly_bush","#4C522A","5001770"
"spectrum:semi_permeable_glass","#000000","0"
"spectrum:sender_node","#000000","0"
"spectrum:shale_clay","#4C4C4C","5000268"
"spectrum:shale_clay_brick_slab","#4C4C4C","5000268"
"spectrum:shale_clay_brick_stairs","#4C4C4C","5000268"
"spectrum:shale_clay_bricks","#4C4C4C","5000268"
"spectrum:shale_clay_tile_slab","#4C4C4C","5000268"
"spectrum:shale_clay_tile_stairs","#4C4C4C","5000268"
"spectrum:shale_clay_tiles","#4C4C4C","5000268"
"spectrum:sheep_head","#000000","0"
"spectrum:sheep_idol","#D1B1A1","13742497"
"spectrum:sheep_wall_head","#000000","0"
"spectrum:shimmel","#392923","3746083"
"spectrum:shimmering_preservation_bricks","#A4A8B8","10791096"
"spectrum:shimmerstone_block","#E5E533","15066419"
"spectrum:shimmerstone_ore","#707070","7368816"
"spectrum:shulker_black_head","#000000","0"
"spectrum:shulker_black_wall_head","#000000","0"
"spectrum:shulker_blue_head","#000000","0"
"spectrum:shulker_blue_wall_head","#000000","0"
"spectrum:shulker_brown_head","#000000","0"
"spectrum:shulker_brown_wall_head","#000000","0"
"spectrum:shulker_cyan_head","#000000","0"
"spectrum:shulker_cyan_wall_head","#000000","0"
"spectrum:shulker_gray_head","#000000","0"
"spectrum:shulker_gray_wall_head","#000000","0"
"spectrum:shulker_green_head","#000000","0"
"spectrum:shulker_green_wall_head","#000000","0"
"spectrum:shulker_head","#000000","0"
"spectrum:shulker_idol","#D1B1A1","13742497"
"spectrum:shulker_light_blue_head","#000000","0"
"spectrum:shulker_light_blue_wall_head","#000000","0"
"spectrum:shulker_light_gray_head","#000000","0"
"spectrum:shulker_light_gray_wall_head","#000000","0"
"spectrum:shulker_lime_head","#000000","0"
"spectrum:shulker_lime_wall_head","#000000","0"
"spectrum:shulker_magenta_head","#000000","0"
"spectrum:shulker_magenta_wall_head","#000000","0"
"spectrum:shulker_orange_head","#000000","0"
"spectrum:shulker_orange_wall_head","#000000","0"
"spectrum:shulker_pink_head","#000000","0"
"spectrum:shulker_pink_wall_head","#000000","0"
"spectrum:shulker_purple_head","#000000","0"
"spectrum:shulker_purple_wall_head","#000000","0"
"spectrum:shulker_red_head","#000000","0"
"spectrum:shulker_red_wall_head","#000000","0"
"spectrum:shulker_wall_head","#000000","0"
"spectrum:shulker_white_head","#000000","0"
"spectrum:shulker_white_wall_head","#000000","0"
"spectrum:shulker_yellow_head","#000000","0"
"spectrum:shulker_yellow_wall_head","#000000","0"
"spectrum:silverfish_head","#000000","0"
"spectrum:silverfish_idol","#D1B1A1","13742497"
"spectrum:silverfish_wall_head","#000000","0"
"spectrum:skeleton_horse_head","#000000","0"
"spectrum:skeleton_horse_wall_head","#000000","0"
"spectrum:skeleton_idol","#D1B1A1","13742497"
"spectrum:slate_noxcap_block","#4C4C4C","5000268"
"spectrum:slate_noxcap_gills","#5CDBD5","6085589"
"spectrum:slate_noxcap_hyphae","#4C4C4C","5000268"
"spectrum:slate_noxcap_stem","#4C4C4C","5000268"
"spectrum:slate_noxshroom","#4C4C4C","5000268"
"spectrum:slate_noxwood_amphora","#4C4C4C","5000268"
"spectrum:slate_noxwood_beam","#4C4C4C","5000268"
"spectrum:slate_noxwood_button","#4C4C4C","5000268"
"spectrum:slate_noxwood_door","#4C4C4C","5000268"
"spectrum:slate_noxwood_fence","#4C4C4C","5000268"
"spectrum:slate_noxwood_fence_gate","#4C4C4C","5000268"
"spectrum:slate_noxwood_lamp","#A7A7A7","10987431"
"spectrum:slate_noxwood_lantern","#4C4C4C","5000268"
"spectrum:slate_noxwood_light","#4C4C4C","5000268"
"spectrum:slate_noxwood_planks","#4C4C4C","5000268"
"spectrum:slate_noxwood_pressure_plate","#4C4C4C","5000268"
"spectrum:slate_noxwood_slab","#4C4C4C","5000268"
"spectrum:slate_noxwood_stairs","#4C4C4C","5000268"
"spectrum:slate_noxwood_trapdoor","#4C4C4C","5000268"
"spectrum:slime_head","#000000","0"
"spectrum:slime_idol","#D1B1A1","13742497"
"spectrum:slime_wall_head","#000000","0"
"spectrum:slush","#4C4C4C","5000268"
"spectrum:small_azurite_bud","#334CB2","3361970"
"spectrum:small_bismuth_bud","#3A8E8C","3837580"
"spectrum:small_black_dragonjag","#251610","2430480"
"spectrum:small_bloodstone_bud","#993333","10040115"
"spectrum:small_citrine_bud","#E5E533","15066419"
"spectrum:small_coal_bud","#191919","1644825"
"spectrum:small_copper_bud","#D87F33","14188339"
"spectrum:small_diamond_bud","#5CDBD5","6085589"
"spectrum:small_echo_bud","#191919","1644825"
"spectrum:small_emerald_bud","#00D93A","55610"
"spectrum:small_glowstone_bud","#F7E9A3","16247203"
"spectrum:small_gold_bud","#FAEE4D","16445005"
"spectrum:small_iron_bud","#A7A7A7","10987431"
"spectrum:small_lapis_bud","#4A80FF","4882687"
"spectrum:small_malachite_bud","#00D93A","55610"
"spectrum:small_moonstone_bud","#FFFFFF","16777215"
"spectrum:small_netherite_scrap_bud","#191919","1644825"
"spectrum:small_onyx_bud","#191919","1644825"
"spectrum:small_pink_dragonjag","#562C3E","5647422"
"spectrum:small_prismarine_bud","#191919","1644825"
"spectrum:small_purple_dragonjag","#7F3FB2","8339378"
"spectrum:small_quartz_bud","#FFFCF5","16776437"
"spectrum:small_red_dragonjag","#700200","7340544"
"spectrum:small_redstone_bud","#FF0000","16711680"
"spectrum:small_sag_bubble","#251610","2430480"
"spectrum:small_topaz_bud","#4C7F99","5013401"
"spectrum:small_yellow_dragonjag","#F7E9A3","16247203"
"spectrum:smooth_basalt_slab","#191919","1644825"
"spectrum:smooth_basalt_stairs","#191919","1644825"
"spectrum:smooth_basalt_wall","#191919","1644825"
"spectrum:snapping_ivy","#7FB238","8368696"
"spectrum:sniffer_head","#000000","0"
"spectrum:sniffer_wall_head","#000000","0"
"spectrum:snow_golem_head","#000000","0"
"spectrum:snow_golem_idol","#D1B1A1","13742497"
"spectrum:snow_golem_wall_head","#000000","0"
"spectrum:spider_head","#000000","0"
"spectrum:spider_idol","#D1B1A1","13742497"
"spectrum:spider_wall_head","#000000","0"
"spectrum:spirit_instiller","#D1B1A1","13742497"
"spectrum:spirit_sallow_heart","#4C4C4C","5000268"
"spectrum:spirit_sallow_leaves","#FFFCF5","16776437"
"spectrum:spirit_sallow_log","#4C4C4C","5000268"
"spectrum:spirit_sallow_roots","#4C4C4C","5000268"
"spectrum:squid_head","#000000","0"
"spectrum:squid_idol","#D1B1A1","13742497"
"spectrum:squid_wall_head","#000000","0"
"spectrum:stardust_block","#7F3FB2","8339378"
"spectrum:stone_shimmerstone_light","#000000","0"
"spectrum:storage_node","#000000","0"
"spectrum:stratine_fragment_block","#700200","7340544"
"spectrum:stratine_ore","#700200","7340544"
"spectrum:stray_head","#000000","0"
"spectrum:stray_idol","#D1B1A1","13742497"
"spectrum:stray_wall_head","#000000","0"
"spectrum:strider_head","#000000","0"
"spectrum:strider_idol","#D1B1A1","13742497"
"spectrum:strider_wall_head","#000000","0"
"spectrum:stripped_black_log","#191919","1644825"
"spectrum:stripped_black_wood","#191919","1644825"
"spectrum:stripped_blue_log","#334CB2","3361970"
"spectrum:stripped_blue_wood","#334CB2","3361970"
"spectrum:stripped_brown_log","#664C33","6704179"
"spectrum:stripped_brown_wood","#664C33","6704179"
"spectrum:stripped_chestnut_noxcap_hyphae","#FFFCF5","16776437"
"spectrum:stripped_chestnut_noxcap_stem","#BD3031","12398641"
"spectrum:stripped_cyan_log","#4C7F99","5013401"
"spectrum:stripped_cyan_wood","#4C7F99","5013401"
"spectrum:stripped_ebony_noxcap_hyphae","#251610","2430480"
"spectrum:stripped_ebony_noxcap_stem","#251610","2430480"
"spectrum:stripped_gray_log","#4C4C4C","5000268"
"spectrum:stripped_gray_wood","#4C4C4C","5000268"
"spectrum:stripped_green_log","#667F33","6717235"
"spectrum:stripped_green_wood","#667F33","6717235"
"spectrum:stripped_ivory_noxcap_hyphae","#FFFCF5","16776437"
"spectrum:stripped_ivory_noxcap_stem","#FFFCF5","16776437"
"spectrum:stripped_light_blue_log","#6699D8","6724056"
"spectrum:stripped_light_blue_wood","#6699D8","6724056"
"spectrum:stripped_light_gray_log","#999999","10066329"
"spectrum:stripped_light_gray_wood","#999999","10066329"
"spectrum:stripped_lime_log","#7FCC19","8375321"
"spectrum:stripped_lime_wood","#7FCC19","8375321"
"spectrum:stripped_magenta_log","#B24CD8","11685080"
